rank,year,make,model,trim,trim_tier,price,price_history,trend,weeks_tracked,price_first_seen,price_last_week,price_change_week,price_change_total,mileage,engine,fuel,accident_flag,days_on_market,dealer,seller_type,dealer_address,location,distance_km,distance_method,listing_id,url,score,source,duplicate_flag,kijiji_url,kijiji_price,kijiji_seller_type
11,2021,Subaru,Forester,touring,3,19995,No change noted,Unchanged for 3 weeks,3,19995,19995,0,0,191850,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1737823176,https://www.kijiji.ca/v-cars-trucks/annapolis-valley/2021-subaru-forester-touring-awd-clean-loaded-new-inspecti/1737823176,0.4541410389974706,Kijiji,No,,,
12,2024,Subaru,Forester,touring,3,31495,No change noted,Unchanged for 2 weeks,2,31495,31495,0,0,38476,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1738532943,https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/2024-subaru-forester-touring-carplay-bancs-chauffants/1738532943,0.45524094777004287,Kijiji,No,,,
13,2023,Subaru,Forester,touring,3,25900,No change noted,Down $600 over 4 weeks,4,26500,25900,0,-600,113935,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1731571251,https://www.kijiji.ca/v-cars-trucks/ottawa/2023-subaru-forester-touring/1731571251,0.4554489893105747,Kijiji,No,,,
14,2021,Subaru,Forester,touring,3,22995,No change noted,Unchanged for 4 weeks,4,22995,22995,0,0,154400,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1737713877,https://www.kijiji.ca/v-cars-trucks/annapolis-valley/2021-subaru-forester-2-5i-touring-awd-clean-loaded-priced/1737713877,0.45669553223353304,Kijiji,No,,,
15,2019,Subaru,Forester,convenience,1,16900,No change noted,Unchanged for 1 weeks,1,16900,16900,0,0,90000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Calgary, AB","Calgary, AB",149,address,1738795946,https://www.kijiji.ca/v-cars-trucks/calgary/2019-subaru-forester/1738795946,0.45934951866925666,Kijiji,No,,,
16,2022,Subaru,Forester,touring,3,21495,No change noted,Unchanged for 2 weeks,2,21495,21495,0,0,181000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1728211328,https://www.kijiji.ca/v-cars-trucks/fredericton/2022-subaru-forester-touring/1728211328,0.46239203332966233,Kijiji,No,,,
17,2023,Subaru,Forester,touring,3,32749,No change noted,Unchanged for 1 weeks,1,32749,32749,0,0,34227,Unknown,Gas,Accident reported,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1738665620,https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/2023-subaru-forester-touring-awd-cruise-adapt-toit-ouvrant-cam-r/1738665620,0.4664085722988784,Kijiji,No,,,
18,2023,Subaru,Forester,limited,2,29999,No change noted,"Down $2,889 over 3 weeks",3,32888,32888,-2889,-2889,8801,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1738163869,https://www.kijiji.ca/v-cars-trucks/calgary/2023-subaru-forester-limited-only-8-000-km/1738163869,0.4684023594261399,Kijiji,No,,,
19,2020,Subaru,Forester,limited,2,14450,No change noted,Down $500 over 2 weeks,2,14950,14950,-500,-500,199201,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1738504326,https://www.kijiji.ca/v-cars-trucks/cambridge/2020-subaru-forester-limited-safety-certified-one-owner/1738504326,0.4696309914949693,Kijiji,No,,,
20,2024,Subaru,Forester,wilderness,3,33900,No change noted,Unchanged for 1 weeks,1,33900,33900,0,0,26094,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1738616379,https://www.kijiji.ca/v-cars-trucks/st-catharines/2024-subaru-forester-wilderness/1738616379,0.47291036370869954,Kijiji,No,,,
21,2019,Subaru,Forester,sport,2,23995,No change noted,Down $500 over 4 weeks,4,24495,23995,0,-500,78290,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1736870452,https://www.kijiji.ca/v-cars-trucks/granby/2019-subaru-forester-sport-2-5i-awd/1736870452,0.4762021002993549,Kijiji,No,,,
22,2022,Subaru,Forester,touring,3,26995,No change noted,Unchanged for 4 weeks,4,26995,26995,0,0,123337,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1735599733,https://www.kijiji.ca/v-cars-trucks/hamilton/2022-subaru-forester-touring-awd-no-accidents/1735599733,0.47681224625606444,Kijiji,No,,,
23,2023,Subaru,Forester,touring,3,31995,No change noted,Unchanged for 4 weeks,4,31995,31995,0,0,78023,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1736553513,https://www.kijiji.ca/v-cars-trucks/calgary/2023-subaru-forester-touring-moonroof/1736553513,0.4784669998969519,Kijiji,No,,,
24,2019,Subaru,Forester,sport,2,19950,No change noted,Down $49 over 1 weeks,1,19999,19999,-49,-49,136355,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1738707031,https://www.kijiji.ca/v-cars-trucks/mississauga-peel-region/2019-subaru-forester-2-5i-sport-w-eyesight-pkg/1738707031,0.47946137148137224,Kijiji,No,,,
25,2023,Subaru,Forester,touring,3,26995,No change noted,"Down $1,000 over 4 weeks",4,27995,26995,0,-1000,137017,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1735350478,https://www.kijiji.ca/v-cars-trucks/kingston-on/2023-subaru-forester-touring-moonroof-eye-sight-package/1735350478,0.48892664228523464,Kijiji,No,,,
26,2022,Subaru,Forester,"Touring, CVT, Cloth, CPO, Avail 3.99% OAC",3,35900,No change noted,Unchanged for 1 weeks,1,35900,35900,0,0,19920,2.5L,Gasoline,Unknown,N/A,Scott Subaru,Dealer,"6863 50th Ave., RED DEER, AB, T4N 4E2","RED DEER, AB",1,city_center,8da546c7-3d3d-4b6f-9651-4012d601b1b4,https://www.autotrader.ca/offers/subaru-forester-touring-cvt-cloth-cpo-avail-3-99-oac-gasoline-red-cat_ma67gr201384tr15027-8da546c7-3d3d-4b6f-9651-4012d601b1b4,0.4916116838576431,AutoTrader,No,,,
27,2023,Subaru,Forester,TOURING AWD PNAORAMIC SUNROOF HEATED WHEEL,3,31977,No change noted,First seen this week,0,31977,31977,0,0,56618,2.5L,Gasoline,Unknown,N/A,Go Auto Sherwood Park,Dealer,"2335 Broadmoor Blvd, Sherwood Park, AB, T8H 1N1","Sherwood Park, AB",166,address,30aa9e1f-c0de-460f-961f-68130c90f471,https://www.autotrader.ca/offers/subaru-forester-touring-awd-pnaoramic-sunroof-heated-wheel-gasoline-cat_ma67gr201384tr15027-30aa9e1f-c0de-460f-961f-68130c90f471,0.5041888502464102,AutoTrader,No,,,
28,2021,Subaru,Forester,sport,2,28993,No change noted,First seen this week,0,28993,28993,0,0,43537,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1739222200,https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/2021-subaru-forester-sport-toit-ouvrant-phare-a-del-carplay/1739222200,0.5049334823414116,Kijiji,No,,,
29,2023,Subaru,Forester,wilderness,3,36388,No change noted,Unchanged for 4 weeks,4,36388,36388,0,0,30552,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1731901124,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2023-subaru-forester-wilderness/1731901124,0.5064807431973295,Kijiji,No,,,
30,2019,Subaru,Forester,convenience,1,11950,No change noted,First seen this week,0,11950,11950,0,0,199410,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1739161869,https://www.kijiji.ca/v-cars-trucks/cambridge/2019-subaru-forester-convenience-safety-certified/1739161869,0.515050624277764,Kijiji,No,,,
31,2023,Subaru,Forester,limited,2,29795,No change noted,Down $200 over 3 weeks,3,29995,29995,-200,-200,52234,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1734719585,https://www.kijiji.ca/v-cars-trucks/longueuil-rive-sud/2023-subaru-forester-limited-carplay-toit-ouvrant-volant-chauffa/1734719585,0.5221839122879031,Kijiji,No,,,
32,2023,Subaru,Forester,limited,2,28061,No change noted,"Down $1,196 over 1 weeks",1,29257,29257,-1196,-1196,78676,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1738756222,https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2023-subaru-forester-limited-eyesight-cvt-awd/1738756222,0.5249544496942643,Kijiji,No,,,
33,2021,Subaru,Forester,"TOURING, LEATHER, PREMIUM STEREO, NAVI, AWD",3,22900,No change noted,Unchanged for 1 weeks,1,22900,22900,0,0,134117,2.5L,Gasoline,Accident reported,N/A,Merlin Ford,Dealer,"3750 Idylwyld Drive North, SASKATOON, SK, S7K6G3","SASKATOON, SK",543,address,4df339e0-f797-4ef3-aad4-eaf0702956dc,https://www.autotrader.ca/offers/subaru-forester-touring-leather-premium-stereo-navi-awd-gasoline-black-cat_ma67gr201384tr15027-4df339e0-f797-4ef3-aad4-eaf0702956dc,0.5257515044099688,AutoTrader,No,,,
34,2023,Subaru,Forester,limited,2,30995,No change noted,Unchanged for 4 weeks,4,30995,30995,0,0,40250,2.5L,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1737550268,https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2023-subaru-forester-limited-2-5l-cvt-1-proprietaire-cuir-to/1737550268,0.5258588331571374,Kijiji,No,,,
35,2024,Subaru,Forester,touring,3,30000,No change noted,Unchanged for 1 weeks,1,30000,30000,0,0,27000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",786,address,1738859381,https://www.kijiji.ca/v-cars-trucks/winnipeg/2024-subaru-forester-touring/1738859381,0.5310953713746468,Kijiji,No,,,
36,2019,Subaru,Forester,convenience,1,15995,No change noted,Unchanged for 1 weeks,1,15995,15995,0,0,169000,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Canmore, AB","Canmore, AB",242,address,1738599500,https://www.kijiji.ca/v-cars-trucks/fredericton/2019-subaru-forester-2-5i-convenience-heated-seats-backup-ca/1738599500,0.5362813839573477,Kijiji,No,,,
37,2023,Subaru,Forester,wilderness,3,36888,No change noted,Unchanged for 2 weeks,2,36888,36888,0,0,57590,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1738349781,https://www.kijiji.ca/v-cars-trucks/guelph/2023-subaru-forester-wilderness-awd-leather-sunroof/1738349781,0.5363774761137766,Kijiji,No,,,
38,2022,Subaru,Forester,touring,3,28900,No change noted,"Down $3,000 over 4 weeks",4,31900,28900,0,-3000,48000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",786,address,1737891002,https://www.kijiji.ca/v-cars-trucks/winnipeg/suv-for-sale-or-lease/1737891002,0.536595234707975,Kijiji,No,,,
39,2019,Subaru,Forester,limited,2,21995,No change noted,Unchanged for 4 weeks,4,21995,21995,0,0,174000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1733311836,https://www.kijiji.ca/v-cars-trucks/fredericton/2019-subaru-forester-limited/1733311836,0.537146236126161,Kijiji,No,,,
40,2020,Subaru,Forester,base,1,23000,No change noted,Unchanged for 4 weeks,4,23000,23000,0,0,76700,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Canmore, AB","Canmore, AB",242,address,1736524345,https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/moving-sale:-2020-subaru-forester/1736524345,0.5379474190170184,Kijiji,No,,,
41,2024,Subaru,Forester,wilderness,3,39835,No change noted,Down $100 over 4 weeks,4,39935,39835,0,-100,21835,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1737160067,https://www.kijiji.ca/v-cars-trucks/ville-de-montreal/2024-subaru-forester-wilderness-sieges-chauff-toit-ouv-car/1737160067,0.5398019580212318,Kijiji,No,,,
42,2021,Subaru,Forester,limited,2,28495,No change noted,Unchanged for 2 weeks,2,28495,28495,0,0,90655,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1734732759,https://www.kijiji.ca/v-cars-trucks/st-catharines/2021-subaru-forester-limited-leather-panoroof-nav/1734732759,0.5407297980364401,Kijiji,No,,,
43,2019,Subaru,Forester,Unknown,1,21688,No change noted,Unchanged for 3 weeks,3,21688,21688,0,0,98821,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1737301115,https://www.kijiji.ca/v-cars-trucks/city-of-toronto/2019-subaru-forester-2-5i-awd-low-mileage-carplay-andro/1737301115,0.5419158797896401,Kijiji,No,,,
44,2021,Subaru,Forester,touring,3,28500,No change noted,First seen this week,0,28500,28500,0,0,61500,Unknown,Gas,Unknown,N/A,Unknown,Private,"Regina, SK","Regina, SK",786,address,1738998770,https://www.kijiji.ca/v-cars-trucks/winnipeg/2021-subaru-forester-touring-new-rear-brakes-safetied/1738998770,0.5437877590665688,Kijiji,No,,,
45,2022,Subaru,Forester,limited,2,32110,No change noted,Up $611 over 4 weeks,4,31499,32110,0,611,46497,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1734022711,https://www.kijiji.ca/v-cars-trucks/windsor-area-on/2022-subaru-forester-limited-sunroof-awd-heated-front/1734022711,0.5446662868267778,Kijiji,No,,,
46,2022,Subaru,Forester,limited,2,32110,No change noted,Up $611 over 4 weeks,4,31499,32110,0,611,46497,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1734066815,https://www.kijiji.ca/v-cars-trucks/windsor-area-on/2022-subaru-forester-limited-sunroof-awd-heated-front/1734066815,0.5446662868267778,Kijiji,No,,,
47,2020,Subaru,Forester,limited,2,26495,No change noted,Unchanged for 4 weeks,4,26495,26495,0,0,122756,Unknown,Gas,No accidents reported,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1724546053,https://www.kijiji.ca/v-cars-trucks/barrie/2020-subaru-forester-limited-awd-accident-free-eyesight/1724546053,0.5453446489934006,Kijiji,No,,,
48,2020,Subaru,Forester,Unknown,1,20995,No change noted,Unchanged for 4 weeks,4,20995,20995,0,0,113007,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1737138796,https://www.kijiji.ca/v-cars-trucks/shawinigan/subaru-forester-2-5i-2020-a-vendre/1737138796,0.5462273845232543,Kijiji,No,,,
49,2024,Subaru,Forester,Touring,3,35110,No change noted,First seen this week,0,35110,35110,0,0,61159,2.5L,Gasoline,Unknown,N/A,Capital Chevrolet Buick GMC Calgary,Dealer,"13103 Lake Fraser Drive South East, Calgary, AB, T2J3H5","Calgary, AB",149,city_center,2b2d9ad1-a84f-4226-80f1-62a6d1159c98,https://www.autotrader.ca/offers/subaru-forester-touring-gasoline-silver-cat_ma67gr201384tr15027-2b2d9ad1-a84f-4226-80f1-62a6d1159c98,0.5463319452653647,AutoTrader,Yes — also on Kijiji,https://www.kijiji.ca/v-cars-trucks/calgary/2024-subaru-forester-touring/1738250143,35110,Unknown
50,2020,Subaru,Forester,premium,1,17900,No change noted,Unchanged for 2 weeks,2,17900,17900,0,0,155000,Unknown,Gas,Unknown,N/A,Unknown,Private,"Canmore, AB","Canmore, AB",242,address,1738243663,https://www.kijiji.ca/v-cars-trucks/sudbury/subaru-forester-premium-awd/1738243663,0.5465648818232346,Kijiji,No,,,
51,2021,Subaru,Forester,Unknown,1,24998,No change noted,Unchanged for 4 weeks,4,24998,24998,0,0,80534,Unknown,Gas,Unknown,N/A,Unknown,Dealer,"Calgary, AB","Calgary, AB",149,address,1736516658,https://www.kijiji.ca/v-cars-trucks/calgary/2021-subaru-forester-premier/1736516658,0.5473830925565942,Kijiji,No,,,
52,2020,Subaru,Forester,Limited,2,24995,No change noted,"Down $1,000 over 1 weeks",1,25995,25995,-1000,-1000,130400,2.5L,Gasoline,Unknown,N/A,Double L Motors,Dealer,"1509 - 9 Avenue SE, Calgary, AB, T2G0T6","Calgary, AB",149,address,a9a1b340-af10-4bbf-ac12-76dba7e09ea1,https://www.autotrader.ca/offers/subaru-forester-limited-gasoline-black-cat_ma67gr201384tr15021-a9a1b340-af10-4bbf-ac12-76dba7e09ea1,0.5497808999855075,AutoTrader,Yes — also on Kijiji,https://www.kijiji.ca/v-cars-trucks/calgary/2020-subaru-forester-limited/1738417932,24995,Dealer
53,2023,Subaru,Forester,Sport,2,31500,No change noted,First seen this week,0,31500,31500,0,0,56776,2.5L,Gasoline,Unknown,N/A,Subaru City,Dealer,"17708-111 Ave. NW, Edmonton, AB, T5S 1P5","Edmonton, AB",156,address,007f624f-cc80-43d4-b17f-26f6f2a13a66,https://www.autotrader.ca/offers/subaru-forester-sport-gasoline-white-cat_ma67gr201384tr7238-007f624f-cc80-43d4-b17f-26f6f2a13a66,0.5711263771753652,AutoTrader,No,,,
54,2019,Subaru,Forester,Convenience CVT   - Aluminum Wheels - Heated Seats,1,14999,No change noted,Unchanged for 1 weeks,1,14999,14999,0,0,223747,2.5L,Gasoline,Unknown,N/A,Rally Subaru,Dealer,"5220 Gateway Boulevard NW, Edmonton, AB, T6H 4J7","Edmonton, AB",147,address,91674d90-e5d3-4a73-a980-ac5200092f3c,https://www.autotrader.ca/offers/subaru-forester-convenience-cvt-aluminum-wheels-heated-seats-gasoline-blue-cat_ma67gr201384tr15009-91674d90-e5d3-4a73-a980-ac5200092f3c,0.5759651614204325,AutoTrader,No,,,
55,2020,Subaru,Forester,Limited AWD | LEATHER | NAV | SUNROOF /,2,28909,No change noted,Unchanged for 4 weeks,4,28909,28909,0,0,106857,2.5L,Gasoline,Unknown,N/A,West Edmonton Volkswagen,Dealer,"10220 170 St NW, Edmonton, AB, T5S 1N9","Edmonton, AB",164,address,f9e293f4-e0d9-406a-815b-eb43b4d1f799,https://www.autotrader.ca/offers/subaru-forester-limited-awd-leather-nav-sunroof-gasoline-cat_ma67gr201384tr15021-f9e293f4-e0d9-406a-815b-eb43b4d1f799,0.5832387214240958,AutoTrader,No,,,
56,2021,Subaru,Forester,Sport,2,27210,No change noted,Up $605 over 4 weeks,4,26605,26605,605,605,146426,2.5L,Gasoline,Accident reported,N/A,Lexus of Calgary,Dealer,"22 Heritage Meadows Road SE, CALGARY, AB, T2H3C1","CALGARY, AB",155,address,81ba1037-b419-4cd2-a17e-aea7d4b478c2,https://www.autotrader.ca/offers/subaru-forester-sport-gasoline-blue-cat_ma67gr201384tr7238-81ba1037-b419-4cd2-a17e-aea7d4b478c2,0.5944741409543073,AutoTrader,No,,,
57,2022,Subaru,Forester,Limited,2,32995,No change noted,First seen this week,0,32995,32995,0,0,64460,2.5L,Gasoline,Unknown,N/A,Genesis South Edmonton,Dealer,"10150 34 Ave NW, Edmonton, AB, T6E 6C8","Edmonton, AB",144,address,fb3da6c4-7800-4fba-ab6d-eddea1d2968f,https://www.autotrader.ca/offers/subaru-forester-limited-gasoline-black-cat_ma67gr201384tr15021-fb3da6c4-7800-4fba-ab6d-eddea1d2968f,0.5954248106694232,AutoTrader,No,,,
58,2019,Subaru,Forester,Convenience,1,21731,No change noted,Down $157 over 1 weeks,1,21888,21888,-157,-157,146261,2.5L,Gasoline,Unknown,N/A,Fish Creek Nissan,Dealer,"14750 Macleod Trail South, CALGARY, AB, T2Y 2E7","CALGARY, AB",149,city_center,b7b33528-7c28-4b14-8e0c-20fb32a6a766,https://www.autotrader.ca/offers/subaru-forester-convenience-gasoline-grey-cat_ma67gr201384tr15009-b7b33528-7c28-4b14-8e0c-20fb32a6a766,0.595897834228272,AutoTrader,No,,,
59,2022,Subaru,Forester,LIMITED / NO ACCIDENTS,2,32900,No change noted,First seen this week,0,32900,32900,0,0,65554,2.5L,Gasoline,No accidents reported,N/A,CMP Automotive Ltd,Dealer,"1313 - 36th St. N.E., CALGARY, AB, T2A6P9","CALGARY, AB",149,city_center,e821e83c-8401-4553-a32e-d25a2421cbe6,https://www.autotrader.ca/offers/subaru-forester-limited-no-accidents-gasoline-silver-cat_ma67gr201384tr15021-e821e83c-8401-4553-a32e-d25a2421cbe6,0.5961048167354769,AutoTrader,No,,,
60,2021,Subaru,Forester,2.5i BACKUP CAMERA HEATED SEATS LANE ASSIT /,1,23988,No change noted,Unchanged for 4 weeks,4,23988,23988,0,0,127416,2.5L,Gasoline,Accident reported,N/A,Auto House,Dealer,"2404 23rd Ave NE, CALGARY, AB, T2E8J4","CALGARY, AB",149,city_center,12964d16-62fd-41ca-ae44-9c9a164fe03f,https://www.autotrader.ca/offers/subaru-forester-2-5i-backup-camera-heated-seats-lane-assit-gasoline-white-cat_ma67gr201384-12964d16-62fd-41ca-ae44-9c9a164fe03f,0.6088286412308523,AutoTrader,No,,,
61,2022,Subaru,Forester,AWD CVT BCam,1,29827,No change noted,Unchanged for 1 weeks,1,29827,29827,0,0,77874,2.5L,Gasoline,Unknown,N/A,Red Deer Motors,Dealer,"6720 Johnstone Dr., RED DEER, AB, T4P 3Y2","RED DEER, AB",5,address,eb0b1cdb-6357-4f5e-ad05-6cf575c385a7,https://www.autotrader.ca/offers/subaru-forester-awd-cvt-bcam-gasoline-grey-cat_ma67gr201384tr15021-eb0b1cdb-6357-4f5e-ad05-6cf575c385a7,0.6140604342265681,AutoTrader,No,,,
62,2020,Subaru,Forester,Limited,2,24448,No change noted,Down $500 over 4 weeks,4,24948,24648,-200,-500,118675,2.5L,Gasoline,Accident reported,N/A,Grande Prairie Subaru,Dealer,"11445 104th Ave., GRANDE PRAIRIE, AB, T8V 0N7","GRANDE PRAIRIE, AB",579,city_center,190953b0-6917-4fd7-9a93-b87d8d3da5bd,https://www.autotrader.ca/offers/subaru-forester-limited-gasoline-grey-cat_ma67gr201384tr15021-190953b0-6917-4fd7-9a93-b87d8d3da5bd,0.6142495587927815,AutoTrader,Yes — also on Kijiji,https://www.kijiji.ca/v-cars-trucks/grande-prairie/2020-subaru-forester-limited/1725974076,24448,Dealer
63,2022,Subaru,Forester,Convenience | One Owner | Adaptive Cruise Control,1,27897,No change noted,Unchanged for 4 weeks,4,27897,27697,200,0,105502,2.5L,Gasoline,Accident reported,N/A,Red Deer Volkswagen,Dealer,"7 Mckenzie Drive, Red Deer, AB, T4S 2H4","Red Deer, AB",11,address,dc0f5391-de1d-4c2c-9f8c-4fbc22dd7efa,https://www.autotrader.ca/offers/subaru-forester-convenience-one-owner-adaptive-cruise-control-gasoline-black-cat_ma67gr201384tr15009-dc0f5391-de1d-4c2c-9f8c-4fbc22dd7efa,0.6144409397276686,AutoTrader,No,,,
64,2019,Subaru,Forester,Convenience,1,20500,No change noted,First seen this week,0,20500,20500,0,0,157775,2.5L,Gasoline,Unknown,N/A,Unknown,Dealer,,"TABER, AB",292,city_center,022baef7-738d-427d-b1b2-4d340a15a33c,https://www.autotrader.ca/offers/subaru-forester-convenience-gasoline-grey-cat_ma67gr201384-022baef7-738d-427d-b1b2-4d340a15a33c,0.6172745510201741,AutoTrader,No,,,
